Header_Identifier,Date_Latest,Metadata_Identifier,Metadata_Identifier_File_ID,URL
oai:commons.swinburne.edu.au:e0f5af1d-a247-4a90-9874-edb84c231e64/1,2021-09-01T01:28:21Z,e0f5af1d-a247-4a90-9874-edb84c231e64,per004i0020-garden_party_13.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_13.jpg
oai:commons.swinburne.edu.au:6161e211-3e98-48cd-b6e5-22ec127d7066/1,2021-09-01T01:28:20Z,6161e211-3e98-48cd-b6e5-22ec127d7066,per004i0020-garden_party_12.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_12.jpg
oai:commons.swinburne.edu.au:7ae007b2-7ffa-4bdb-bb6d-a26b717f80c6/1,2021-09-01T01:28:20Z,7ae007b2-7ffa-4bdb-bb6d-a26b717f80c6,per004i0020-garden_party_15.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_15.jpg
oai:commons.swinburne.edu.au:10a7652f-02ac-43b2-96cd-3d9aeb8407ed/1,2021-09-01T01:28:19Z,10a7652f-02ac-43b2-96cd-3d9aeb8407ed,per004i0020-garden_party_11.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_11.jpg
oai:commons.swinburne.edu.au:43226b37-1e98-4ca9-94ee-20962cedc9ad/1,2021-09-01T01:28:18Z,43226b37-1e98-4ca9-94ee-20962cedc9ad,per004i0020-garden_party_4.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_4.jpg
oai:commons.swinburne.edu.au:19fbc545-342e-4aae-851a-2ff09b90d6c6/1,2021-09-01T01:28:18Z,19fbc545-342e-4aae-851a-2ff09b90d6c6,per004i0020-garden_party_23.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_23.jpg
oai:commons.swinburne.edu.au:d0575b9c-ef43-4d20-8b44-1887d3031045/1,2021-09-01T01:28:17Z,d0575b9c-ef43-4d20-8b44-1887d3031045,per004i0020-garden_party_8.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_8.jpg
oai:commons.swinburne.edu.au:3a413f96-028a-46a6-8339-7c977c2963dc/1,2021-09-01T01:28:16Z,3a413f96-028a-46a6-8339-7c977c2963dc,per004i0020-garden_party_25.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_25.jpg
oai:commons.swinburne.edu.au:504200e1-2323-4b2e-9cc5-f6136c18643c/1,2021-09-01T01:28:16Z,504200e1-2323-4b2e-9cc5-f6136c18643c,per004i0020-garden_party_5.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_5.jpg
oai:commons.swinburne.edu.au:d72f673b-6167-47fd-8aae-ba4cb5a0d7e1/1,2021-09-01T01:28:15Z,d72f673b-6167-47fd-8aae-ba4cb5a0d7e1,per004i0020-garden_party_6.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_6.jpg
oai:commons.swinburne.edu.au:3fd08201-164b-473b-8e32-e3e68d8efea8/1,2021-09-01T01:28:14Z,3fd08201-164b-473b-8e32-e3e68d8efea8,per004i0020-garden_party_7.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_7.jpg
oai:commons.swinburne.edu.au:7d4b070c-7a52-4ed1-9106-55305972a737/1,2021-09-01T01:28:14Z,7d4b070c-7a52-4ed1-9106-55305972a737,per004i0020-garden_party_3.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_3.jpg
oai:commons.swinburne.edu.au:4fb6ccab-64e7-4a6b-9737-ab125a5ab76b/1,2021-09-01T01:28:13Z,4fb6ccab-64e7-4a6b-9737-ab125a5ab76b,per004i0020-garden_party_22.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_22.jpg
oai:commons.swinburne.edu.au:7cfea8ba-dc33-449c-a80b-ec44a3ef545c/1,2021-09-01T01:28:12Z,7cfea8ba-dc33-449c-a80b-ec44a3ef545c,per004i0020-garden_party_20.jpg,https://commons.swinburne.edu.au/file/per004i0020-garden_party_20.jpg
oai:commons.swinburne.edu.au:b5b90e67-105b-4a64-9b70-1c9da6055816/1,2021-09-01T01:19:35Z,b5b90e67-105b-4a64-9b70-1c9da6055816,cori0005-letter_from_phyllis_blanchard_about_driving_lessons_1929_Page_1.jpg,https://commons.swinburne.edu.au/file/cori0005-letter_from_phyllis_blanchard_about_driving_lessons_1929_Page_1.jpg
oai:commons.swinburne.edu.au:5fb5704b-c594-4870-b5d3-8fec81b3787b/1,2021-09-01T01:19:33Z,5fb5704b-c594-4870-b5d3-8fec81b3787b,cori0002a-lucy_drake_application_1913.jpg,https://commons.swinburne.edu.au/file/cori0002a-lucy_drake_application_1913.jpg
oai:commons.swinburne.edu.au:cd53e247-3e39-458e-8582-9fa0a2a2e120/1,2021-09-01T01:19:32Z,cd53e247-3e39-458e-8582-9fa0a2a2e120,cor-duncan_to_green_1920.jpg,https://commons.swinburne.edu.au/file/cor-duncan_to_green_1920.jpg
oai:commons.swinburne.edu.au:33962cb2-2f29-4afb-a2a2-0800bdc30ba8/1,2021-09-01T01:19:31Z,33962cb2-2f29-4afb-a2a2-0800bdc30ba8,cori0002a-jj_miller_printing_co_1913.jpg,https://commons.swinburne.edu.au/file/cori0002a-jj_miller_printing_co_1913.jpg
oai:commons.swinburne.edu.au:5ccc1769-201b-4c9c-af85-62a6ee6f70ae/1,2021-09-01T01:19:31Z,5ccc1769-201b-4c9c-af85-62a6ee6f70ae,cor-fletcher_to_green_1921.jpg,https://commons.swinburne.edu.au/file/cor-fletcher_to_green_1921.jpg
