Header_Identifier,Date_Latest,Metadata_Identifier,Metadata_Identifier_Handle_ID,Metadata_Identifier_CMS_ID,Metadata_Identifier_Accession_ID,Metadata_Identifier_File_ID,URL
oai:rosetta.slv.vic.gov.au:IE7387481,2021-09-03T18:27:20Z,IE7387481,10381/359946,2009419,,FL16380087,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16380087
oai:rosetta.slv.vic.gov.au:IE7387486,2021-09-03T18:27:21Z,IE7387486,10381/359838,2009308,,FL16049221,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16049221
oai:rosetta.slv.vic.gov.au:IE7387491,2021-09-04T23:18:44Z,IE7387491,10381/240158,2468131,,FL16094155,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16094155
oai:rosetta.slv.vic.gov.au:IE73875,2021-09-03T18:27:23Z,IE73875,10381/296029,1759824,,FL16030939,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16030939
oai:rosetta.slv.vic.gov.au:IE7387501,2021-09-03T18:27:23Z,IE7387501,10381/240142,2476883,,FL16094232,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16094232
oai:rosetta.slv.vic.gov.au:IE7387506,2021-09-03T18:27:24Z,IE7387506,10381/238710,2483116,,FL16093125,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16093125
oai:rosetta.slv.vic.gov.au:IE1280905,2021-09-01T11:59:35Z,IE1280905,10381/299305,1817606,,FL16385841,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16385841
oai:rosetta.slv.vic.gov.au:IE20837161,2021-09-02T04:17:38Z,IE20837161,10381/4212536,3884510,CUAFY73/6-7 Image 9,FL20840946,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840946
oai:rosetta.slv.vic.gov.au:IE1280879,2021-09-04T20:11:11Z,IE1280879,10381/311720,1684200,,FL16198287,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16198287
oai:rosetta.slv.vic.gov.au:IE1280885,2021-09-01T11:59:35Z,IE1280885,10381/44667,1950621,H141330,FL16378043,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16378043
oai:rosetta.slv.vic.gov.au:IE1280908,2021-09-04T15:58:05Z,IE1280908,10381/456004,2478173,,FL15844331,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL15844331
oai:rosetta.slv.vic.gov.au:IE1281090,2021-09-01T11:59:57Z,IE1281090,10381/132518,1802128,,FL16372019,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16372019
oai:rosetta.slv.vic.gov.au:IE1281534,2021-09-04T20:06:51Z,IE1281534,10381/338080,3277678,,FL16409007,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16409007
oai:rosetta.slv.vic.gov.au:IE20837156,2021-09-02T04:17:37Z,IE20837156,10381/4212480,3884473,CUAFY64/9-10 Image 4,FL20840722,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840722
oai:rosetta.slv.vic.gov.au:IE20837271,2021-09-04T09:26:57Z,IE20837271,10381/4212232,3884497,CUAFY70/1-2 Image 8,FL20839766,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20839766
oai:rosetta.slv.vic.gov.au:IE20837331,2021-09-02T04:18:00Z,IE20837331,10381/4212745,3884413,CUAFY51/9-11 Image 1,FL20841782,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841782
oai:rosetta.slv.vic.gov.au:IE20837441,2021-09-04T13:34:55Z,IE20837441,10381/4212622,3884425,CUAFY54/5 Image 1,FL20841290,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841290
oai:rosetta.slv.vic.gov.au:IE20837451,2021-09-02T04:18:17Z,IE20837451,10381/4212384,3884446,CUAFY60/5-6 Image 2,FL20840366,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840366
oai:rosetta.slv.vic.gov.au:IE20837461,2021-09-04T22:05:48Z,IE20837461,10381/4212245,3884426,CUAFY54/6;CUAFY54/7 Image 2,FL20839818,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20839818
oai:rosetta.slv.vic.gov.au:IE20837476,2021-09-02T04:18:20Z,IE20837476,10381/4212859,3884510,CUAFY73/6-7 Image 10,FL20842198,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20842198
oai:rosetta.slv.vic.gov.au:IE20837486,2021-09-02T04:18:21Z,IE20837486,10381/4212860,3884428,CUAFY56/9 Image 3,FL20842202,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20842202
oai:rosetta.slv.vic.gov.au:IE20837491,2021-09-04T17:49:20Z,IE20837491,10381/4212623,3884481,CUAFY131/3-6;CUAFY66/9-10 Image 19,FL20841294,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841294
oai:rosetta.slv.vic.gov.au:IE20837501,2021-09-02T04:18:23Z,IE20837501,10381/4212861,3884471,CUAFY64/5-6 Image 5,FL20842206,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20842206
oai:rosetta.slv.vic.gov.au:IE20837506,2021-09-02T04:18:24Z,IE20837506,10381/4212246,3884461,CUAFY63/2 Image 2,FL20839822,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20839822
oai:rosetta.slv.vic.gov.au:IE20837511,2021-09-02T04:18:24Z,IE20837511,10381/4212752,3884435,CUAFY57/6 Image 1,FL20841810,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841810
oai:rosetta.slv.vic.gov.au:IE20837516,2021-09-02T04:18:25Z,IE20837516,10381/4212385,3884494,CUAFY69/1 Image 2,FL20840370,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840370
oai:rosetta.slv.vic.gov.au:IE20837521,2021-09-02T04:18:25Z,IE20837521,10381/4212907,3884472,CUAFY64/7-8 Image 2,FL20842390,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20842390
oai:rosetta.slv.vic.gov.au:IE20837621,2021-09-02T04:18:39Z,IE20837621,10381/4212547,3884406,CUAFY50/6;CUAFY50/7 Image 5,FL20840990,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840990
oai:rosetta.slv.vic.gov.au:IE20837626,2021-09-04T13:22:30Z,IE20837626,10381/4212755,3884500,CUAFY71/1-4 Image 8,FL20841822,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841822
oai:rosetta.slv.vic.gov.au:IE20837631,2021-09-02T04:18:40Z,IE20837631,10381/4212630,3884499,CUAFY70/5-6 Image 3,FL20841322,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841322
oai:rosetta.slv.vic.gov.au:IE20837636,2021-09-02T04:18:40Z,IE20837636,10381/4212756,3884506,CUAFY72/9-10 Image 5,FL20841826,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841826
oai:rosetta.slv.vic.gov.au:IE20837641,2021-09-02T04:18:41Z,IE20837641,10381/4212490,3884510,CUAFY73/6-7 Image 7,FL20840762,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840762
oai:rosetta.slv.vic.gov.au:IE20837646,2021-09-02T04:18:42Z,IE20837646,10381/4212388,3884444,CUAFY60/1-2 Image 4,FL20840382,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840382
oai:rosetta.slv.vic.gov.au:IE20837651,2021-09-02T04:18:42Z,IE20837651,10381/4212389,3884453,CUAFY118/6-10;CUAFY61/7-9 Image 2,FL20840386,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840386
oai:rosetta.slv.vic.gov.au:IE20837656,2021-09-02T04:18:43Z,IE20837656,10381/4212390,3884465,CUAFY59/2;CUAFY63/6 Image 7,FL20840390,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840390
oai:rosetta.slv.vic.gov.au:IE20837661,2021-09-02T04:18:44Z,IE20837661,10381/4212631,3884441,CUAFY58/6;CUAFY65/2-6 Image 18,FL20841326,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841326
oai:rosetta.slv.vic.gov.au:IE20242581,2021-09-01T23:18:50Z,IE20242581,10381/4153643,3428268,CUASM37/11 Image 6,FL20252016,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20252016
oai:rosetta.slv.vic.gov.au:IE20299851,2021-09-04T11:29:28Z,IE20299851,10381/4156037,3526189,CUASM128/1-2 Image 7,FL20301349,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20301349
oai:rosetta.slv.vic.gov.au:IE20299856,2021-09-02T00:01:10Z,IE20299856,10381/4156452,3522639,CUASM131/7-9 Image 6,FL20302179,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302179
oai:rosetta.slv.vic.gov.au:IE20299866,2021-09-02T00:01:12Z,IE20299866,10381/4156039,3524289,CUASM119/9 Image 2,FL20301353,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20301353
oai:rosetta.slv.vic.gov.au:IE20299871,2021-09-04T19:57:33Z,IE20299871,10381/4156040,3668469,CUASM118/5-6 Image 5,FL20301355,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20301355
oai:rosetta.slv.vic.gov.au:IE20299881,2021-09-04T11:29:56Z,IE20299881,10381/4157368,3531831,CUASM135/5-8 Image 6,FL20304007,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20304007
oai:rosetta.slv.vic.gov.au:IE20299886,2021-09-04T15:46:59Z,IE20299886,10381/4156490,3523012,CUASM119/6-7 Image 3,FL20302255,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302255
oai:rosetta.slv.vic.gov.au:IE20299891,2021-09-02T00:01:15Z,IE20299891,10381/4156539,3525334,CUASM120/8 Image 1,FL20302353,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302353
oai:rosetta.slv.vic.gov.au:IE20299901,2021-09-02T00:01:16Z,IE20299901,10381/4156144,3531859,CUASM137/1-2 Image 6,FL20301563,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20301563
oai:rosetta.slv.vic.gov.au:IE20299906,2021-09-04T15:52:40Z,IE20299906,10381/4157369,3531340,CUASM133/6 Image 1,FL20304009,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20304009
oai:rosetta.slv.vic.gov.au:IE20299911,2021-09-02T00:01:17Z,IE20299911,10381/4156481,3531859,CUASM137/1-2 Image 5,FL20302237,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302237
oai:rosetta.slv.vic.gov.au:IE20299916,2021-09-04T20:04:05Z,IE20299916,10381/4156837,3523012,CUASM119/6-7 Image 2,FL20302949,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302949
oai:rosetta.slv.vic.gov.au:IE20299921,2021-09-02T00:01:19Z,IE20299921,10381/4156041,3516503,CUASM145/1 Image 11,FL20301357,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20301357
oai:rosetta.slv.vic.gov.au:IE20299926,2021-09-02T00:01:19Z,IE20299926,10381/4156478,3526198,CUASM128/3-5 Image 9,FL20302231,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302231
oai:rosetta.slv.vic.gov.au:IE20299931,2021-09-02T00:01:20Z,IE20299931,10381/4156479,3668477,CUASM135/3-4 Image 5,FL20302233,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302233
oai:rosetta.slv.vic.gov.au:IE20299941,2021-09-04T20:01:47Z,IE20299941,10381/4157109,3668482,CUASM136/2-3 Image 1,FL20303489,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20303489
oai:rosetta.slv.vic.gov.au:IE20299951,2021-09-02T00:01:22Z,IE20299951,10381/4156042,3516499,CUASM109/3-4 Image 1,FL20301359,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20301359
oai:rosetta.slv.vic.gov.au:IE20299956,2021-09-02T00:01:23Z,IE20299956,10381/4156480,3522639,CUASM131/7-9 Image 7,FL20302235,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20302235
oai:rosetta.slv.vic.gov.au:IE20299961,2021-09-02T00:01:24Z,IE20299961,10381/4156043,3667945,CUASM113/8 Image 3,FL20301361,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20301361
oai:rosetta.slv.vic.gov.au:IE20299966,2021-09-02T00:01:24Z,IE20299966,10381/4157037,3668472,CUASM127/2 Image 6,FL20303345,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20303345
oai:rosetta.slv.vic.gov.au:IE20299976,2021-09-02T00:01:26Z,IE20299976,10381/4157194,3522639,CUASM146/1 Image 15,FL20303659,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20303659
oai:rosetta.slv.vic.gov.au:IE20299981,2021-09-02T00:01:26Z,IE20299981,10381/4157038,3531798,CUASM134/1-6 Image 5,FL20303347,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20303347
oai:rosetta.slv.vic.gov.au:IE20837736,2021-09-02T04:18:53Z,IE20837736,10381/4212491,3884466,CUAFY63/7 Image 3,FL20840766,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20840766
oai:rosetta.slv.vic.gov.au:IE20837741,2021-09-04T22:05:33Z,IE20837741,10381/4212864,3884464,CUAFY63/5 Image 2,FL20842218,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20842218
oai:rosetta.slv.vic.gov.au:IE20837746,2021-09-02T04:18:54Z,IE20837746,10381/4212910,3884416,CUAFY52/5-6 Image 6,FL20842402,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20842402
oai:rosetta.slv.vic.gov.au:IE20837786,2021-09-02T04:18:59Z,IE20837786,10381/4212634,3884442,CUAFY58/7-9 Image 2,FL20841338,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841338
oai:rosetta.slv.vic.gov.au:IE20837796,2021-09-02T04:19:00Z,IE20837796,10381/4212553,3884509,CUAFY73/4-5 Image 5,FL20841014,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20841014
oai:rosetta.slv.vic.gov.au:IE20688549,2021-09-02T03:34:56Z,IE20688549,10381/4199816,1682351,H35582,FL20689095,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20689095
oai:rosetta.slv.vic.gov.au:IE20687454,2021-09-02T03:33:14Z,IE20687454,10381/4199555,1717587,H84.303/7,FL20688297,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20688297
oai:rosetta.slv.vic.gov.au:IE20688554,2021-09-02T03:34:56Z,IE20688554,10381/4199833,1682390,H35683,FL20689129,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20689129
oai:rosetta.slv.vic.gov.au:IE20688724,2021-09-02T03:35:19Z,IE20688724,10381/4199871,1682166,H42784/26,FL20689205,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20689205
oai:rosetta.slv.vic.gov.au:IE20240216,2021-09-01T23:16:10Z,IE20240216,10381/4152141,3372338,CUASM10/8-9 Image 6,FL20242202,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20242202
oai:rosetta.slv.vic.gov.au:IE206921,2021-09-02T03:36:08Z,IE206921,10381/218600,1780152,H38849/2401,FL16460853,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL16460853
oai:rosetta.slv.vic.gov.au:IE20240206,2021-09-01T23:16:09Z,IE20240206,10381/4151796,3366081,CUASM4/8-9 Image 6,FL20241512,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241512
oai:rosetta.slv.vic.gov.au:IE20240211,2021-09-01T23:16:09Z,IE20240211,10381/4151679,3372204,CUASM10/2-5 Image 1,FL20241278,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241278
oai:rosetta.slv.vic.gov.au:IE20240221,2021-09-01T23:16:11Z,IE20240221,10381/4151769,3371695,CUASM7/6 Image 11,FL20241458,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241458
oai:rosetta.slv.vic.gov.au:IE20240226,2021-09-04T15:52:21Z,IE20240226,10381/4151980,3377120,CUASM12/7-9;CUASM81/1 Image 9,FL20241880,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241880
oai:rosetta.slv.vic.gov.au:IE20240231,2021-09-01T23:16:12Z,IE20240231,10381/4151585,3364453,CUASM1/4 Image 2,FL20241090,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241090
oai:rosetta.slv.vic.gov.au:IE20240236,2021-09-01T23:16:12Z,IE20240236,10381/4151890,3377363,CUASM16/2-6 Image 8,FL20241700,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241700
oai:rosetta.slv.vic.gov.au:IE20240246,2021-09-01T23:16:14Z,IE20240246,10381/4151775,3371803,CUASM7/12 Image 6,FL20241470,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241470
oai:rosetta.slv.vic.gov.au:IE20240251,2021-09-01T23:16:15Z,IE20240251,10381/4151591,3371805,CUASM8/1-4 Image 14,FL20241102,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241102
oai:rosetta.slv.vic.gov.au:IE20240256,2021-09-01T23:16:15Z,IE20240256,10381/4151696,3377653,CUASM18/1 Image 1,FL20241312,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241312
oai:rosetta.slv.vic.gov.au:IE20240261,2021-09-01T23:16:16Z,IE20240261,10381/4152143,3372338,CUASM10/8-9 Image 4,FL20242206,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20242206
oai:rosetta.slv.vic.gov.au:IE20240266,2021-09-01T23:16:16Z,IE20240266,10381/4152011,3372396,CUASM11/7 Image 5,FL20241942,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241942
oai:rosetta.slv.vic.gov.au:IE20240271,2021-09-01T23:16:17Z,IE20240271,10381/4151897,3371803,CUASM7/12 Image 10,FL20241714,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241714
oai:rosetta.slv.vic.gov.au:IE20240281,2021-09-04T11:36:22Z,IE20240281,10381/4151593,3371199,CUASM5/8-9 Image 2,FL20241106,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241106
oai:rosetta.slv.vic.gov.au:IE20240291,2021-09-01T23:16:20Z,IE20240291,10381/4151799,3371343,CUASM26/3-5 Image 8,FL20241518,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241518
oai:rosetta.slv.vic.gov.au:IE20240296,2021-09-01T23:16:20Z,IE20240296,10381/4152012,3392278,CUASM19/9 Image 4,FL20241944,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241944
oai:rosetta.slv.vic.gov.au:IE20240301,2021-09-01T23:16:21Z,IE20240301,10381/4152013,3364445,CUASM213/7;CUASM1/1 Image 2,FL20241946,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241946
oai:rosetta.slv.vic.gov.au:IE20240306,2021-09-01T23:16:22Z,IE20240306,10381/4152144,3372453,CUASM12/4-6 Image 10,FL20242208,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20242208
oai:rosetta.slv.vic.gov.au:IE20240316,2021-09-01T23:16:23Z,IE20240316,10381/4151981,3377379,CUASM16/9 Image 5,FL20241882,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241882
oai:rosetta.slv.vic.gov.au:IE20240481,2021-09-01T23:16:47Z,IE20240481,10381/4151985,3366075,CUASM5/1 Image 2,FL20241890,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241890
oai:rosetta.slv.vic.gov.au:IE20240491,2021-09-01T23:16:48Z,IE20240491,10381/4152147,3371189,CUASM5/6 Image 4,FL20242214,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20242214
oai:rosetta.slv.vic.gov.au:IE20240496,2021-09-01T23:16:49Z,IE20240496,10381/4151608,3377379,CUASM16/9 Image 1,FL20241136,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241136
oai:rosetta.slv.vic.gov.au:IE20240501,2021-09-01T23:16:49Z,IE20240501,10381/4151909,3372164,CUASM9/5-6 Image 4,FL20241738,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241738
oai:rosetta.slv.vic.gov.au:IE20240506,2021-09-01T23:16:50Z,IE20240506,10381/4151655,3377120,CUASM12/7-9;CUASM81/1 Image 6,FL20241230,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241230
oai:rosetta.slv.vic.gov.au:IE20240511,2021-09-01T23:16:51Z,IE20240511,10381/4152025,3392285,CUASM19/10 Image 4,FL20241970,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241970
oai:rosetta.slv.vic.gov.au:IE20240516,2021-09-04T19:58:52Z,IE20240516,10381/4151910,3364955,CUASM4/1 Image 2,FL20241740,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241740
oai:rosetta.slv.vic.gov.au:IE20240576,2021-09-01T23:17:00Z,IE20240576,10381/4151822,3377120,CUASM12/7-9;CUASM81/1 Image 11,FL20241564,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241564
oai:rosetta.slv.vic.gov.au:IE20240581,2021-09-01T23:17:00Z,IE20240581,10381/4151824,3377542,CUASM17/5-7 Image 4,FL20241568,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241568
oai:rosetta.slv.vic.gov.au:IE20240586,2021-09-01T23:17:01Z,IE20240586,10381/4151706,3371617,CUASM6/3 Image 3,FL20241332,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20241332
oai:rosetta.slv.vic.gov.au:IE20240906,2021-09-01T23:17:44Z,IE20240906,10381/4152076,3394385,CUASM20/6 Image 5,FL20242072,https://rosetta.slv.vic.gov.au/delivery/DeliveryManagerServlet?dps_func=stream&dps_pid=FL20242072
